,0
APOA1-AS,0.320877
PAFAH1B2,1.902662
SIDT2,2.0903738
TAGLN,0.006619949
RNF214,1.1480669
CEP164,0.41053513
IL10RA,0.9282123
CD3E,0.18860137
CD3G,0.6249636
UBE4A,1.963039
ATP5L,0.51405954
KMT2A,1.2192689
TMEM25,0.5321545
ARCN1,0.7857424
PHLDB1,0.052110158
CXCR5,0.9591354
UPK2,1e-08
CCDC84,1.407396
TRAPPC4,0.24328718
VPS11,0.90252864
HMBS,0.56791556
C2CD2L,0.30640942
HINFP,1.2234583
NLRX1,0.6261456
CBL,1.2182497
RNF26,0.0
OAF,1e-08
TMEM136,0.0
ARHGEF12,0.9108789
TBCEL,0.9185052
TECTA,1e-08
SC5D,0.5494354
SORL1,2.3822627
UBASH3B,6.0460114
CRTAM,0.38345787
C11orf63,0.5048997
AP000783.1,0.056809567
LINC01059,1e-08
GRAMD1B,1.03552
VWA5A,0.432419
TBRG1,1.0228542
SPA17,0.0
NRGN,1e-08
RP11-677M14.3,0.21237415
ROBO3,0.017629873
CCDC15,0.20779464
SLC37A2,0.0
AP000708.1,0.0
EI24,0.23833221
STT3A,2.5426836
CHEK1,0.051054727
HYLS1,0.58818793
FAM118B,0.91719484
FOXRED1,1.217007
TIRAP,1.3213905
DCPS,1.0330898
FLI1,3.0441487
TMEM45B,1.3484123
LINC00167,0.0
APLP2,1.4290172
ST14,0.0
RP11-121M22.1,0.0008886105
JAM3,0.94456077
VPS26B,0.32946566
ACAD8,0.12052129
GLB1L2,0.0
RP11-598F7.3,0.16209745
SLC6A12,0.0
KDM5A,0.9121796
NINJ2,0.37828195
RAD52,2.0223298
RP11-359B12.2,0.0
FBXL14,0.21876022
CACNA2D4,0.24609958
DCP1B,2.9251485
CACNA1C-AS2,0.0
CACNA1C-AS1,1e-08
RP4-816N1.6,1.2953156
NRIP2,0.0024344877
EFCAB4B,2.4011807
PARP11,2.3368564
CCND2-AS1,1e-08
FGF23,0.15339927
C12orf4,1.8100632
AKAP3,0.1770423
TNFRSF1A,0.88422245
CD27-AS1,0.51161003
VAMP1,0.17912656
MRPL51,0.1778161
RP5-940J5.3,0.006187978
RP5-940J5.9,0.06633897
IFFO1,0.07906656
NOP2,0.75736964
CHD4,0.41991985
LPAR5,0.34103712
ACRBP,1e-08
ING4,1.3253199
ZNF384,1.1237221
PIANP,0.0
MLF2,0.26148885
CDCA3,0.0
SPSB2,0.03905014
U47924.31,0.0
PHB2,0.22666022
LPCAT3,1.6131202
C1R,1e-08
C1RL,1.4758965
RBP5,0.0
CD163,0.0
SLC2A3,1.0871509
C3AR1,0.5151557
LINC00937,0.1643852
CLEC4E,0.030839399
AICDA,0.0
M6PR,0.81371695
KLRB1,0.122954234
RP11-705C15.4,0.0
CLECL1,3.8090875
CD69,0.2696486
CLEC2B,0.17884837
CLEC7A,0.39901045
OLR1,0.0
RP11-277P12.10,0.0
KLRC4-KLRK1,2.8851218
KLRC3,0.0
NKG2-E,0.0
KLRC2,0.0
KLRC1,0.6116024
MAGOHB,0.42756662
STYK1,0.0
YBX3,0.12920645
PRR4,2.1108756
PRB3,0.0
LRP6,0.55068773
MANSC1,0.0
LOH12CR2,0.0
DUSP16,3.3707142
GPR19,0.8580961
GPRC5D,0.0
HEBP1,0.44179282
GSG1,0.0
PLBD1,0.0
GUCY2C,0.0
HIST4H4,0.2671045
WBP11,0.17365173
MGP,0.0
ERP27,0.6511927
ARHGDIB,0.16959497
EPS8,0.76194006
RECQL,0.63551587
LDHB,0.09196443
ST8SIA1,10.882268
C2CD5,1.5855813
SOX5,0.0
RP11-444D3.1,0.0
BCAT1,0.6393674
RP11-713N11.4,1e-08
KRAS,1.0598023
IFLTD1,0.38927877
BHLHE41,0.0
ITPR2,3.2895145
ASUN,0.4045981
TM7SF3,1.0789901
RP11-1060J15.4,0.01655833
MANSC4,0.0182248
RP11-996F15.2,1.67413
ERGIC2,0.5064605
TMTC1,0.0
IPO8,0.69452506
CAPRIN2,0.31301707
DDX11-AS1,0.0
FAM60A,0.8034028
DENND5B,0.40551448
AMN1,1.7400612
H3F3C,0.0
RP11-428G5.5,1e-08
YARS2,1.960371
PKP2,0.027761014
RP11-313F23.4,1e-08
CPNE8,0.5204929
KIF21A,0.78620183
ABCD2,1.3402236
SLC2A13,1.8390532
AC079630.4,0.0
GXYLT1,0.4186875
YAF2,0.40408862
ZCRB1,0.2667675
PRICKLE1,1e-08
RP11-350F4.2,0.0
PUS7L,1.1361102
TWF1,0.40785107
NELL2,4.449681
LINC00938,0.0
SCAF11,0.65019995
SLC38A1,0.83650017
SLC38A2,0.5970101
AMIGO2,0.32839766
RPAP3,0.4246474
ENDOU,0.0
HDAC7,0.9982928
VDR,0.55743587
SENP1,1.4138707
ASB8,0.39160615
ZNF641,0.9997082
KANSL2,0.86059856
CCNT1,1.3561012
DDX23,0.6120079
RP11-302B13.5,0.6162939
FKBP11,0.10845591
ARF3,0.15550357
PRKAG1,1.2148619
KMT2D,1.0313332
RHEBL1,0.28969306
LMBR1L,2.0087287
TUBA1B,0.024185382
TUBA1A,0.119709074
MCRS1,1.8503493
FMNL3,0.87091756
NCKAP5L,0.55333126
BCDIN3D,1.4120653
RACGAP1,0.16713229
CERS5,0.8804688
LIMA1,1.0600276
SLC11A2,1.9193527
CSRNP2,1.0498401
TFCP2,3.096824
POU6F1,1.4798356
SMAGP,0.2947008
BIN2,0.7689232
CELA1,0.53602755
GALNT6,0.06829959
KRT81,0.0
KRT72,0.36807424
KRT73,0.0013910014
KRT2,0.0
KRT1,0.0
KRT8,0.12930667
RP11-983P16.4,0.0
SPRYD3,0.23329104
CSAD,0.5909471
ITGB7,0.48338187
RARG,1.7643535
RP11-680A11.5,0.022188196
AAAS,0.32054156
MAP3K12,0.013558524
RP11-793H13.11,0.0
ATF7,0.12263722
ATP5G2,0.16293015
CALCOCO1,0.6476746
SMUG1,0.47509217
CBX5,0.5417595
NFE2,0.0
GPR84,1e-08
ZNF385A,0.04868648
ITGA5,1.2162485
GTSF1,0.2863164
TESPA1,1.6352297
ITGA7,0.0
CD63,0.047149234
SARNP,0.6683399
RP11-762I7.5,0.24698378
DNAJC14,0.0
MMP19,1e-08
WIBG,0.5813346
PMEL,0.49524546
RP11-603J24.14,0.0
SMARCC2,0.76593214
RNF41,1.0514783
ANKRD52,0.28025007
CS,3.9133322
CNPY2,0.21117796
PAN2,1.499124
STAT2,1.5228326
APOF,0.0
TIMELESS,0.93364626
GLS2,1.4679548
BAZ2A,0.4787304
ATP5B,0.5631726
PTGES3,0.32543182
NACA,0.19577156
PRIM1,0.3799152
RDH16,0.0
ZBTB39,0.0
TMEM194A,1.6871053
STAT6,0.91892827
NDUFA4L2,0.0
STAC3,0.11988562
R3HDM2,3.6873493
ARHGAP9,0.29153532
DDIT3,0.40498197
DCTN2,0.41592783
AGAP2,0.20854142
CDK4,0.24853791
CYP27B1,0.0699612
METTL1,0.0
AVIL,2.0537996
CTDSP2,0.55720526
RP11-620J15.2,0.00996407
RP11-620J15.3,0.51576847
FAM19A2,1.6663973
RP11-863H1.1,1e-08
C12orf61,0.0
RP11-415I12.3,0.4943415
C12orf66,1.0550016
RP11-338E21.1,0.0
RP11-338E21.3,0.04566896
GNS,1.7939467
LLPH,0.07648406
TMBIM4-1,1.1528285
GRIP1,6.8067455
IFNG,0.06601376
IL26,0.93403417
IL22,0.0
MDM1,0.6569661
RP11-81H14.2,3.8286202
RP11-637A17.2,0.70729023
RP11-611O2.5,0.0
CPM,0.0
RP11-1143G9.4,0.3915876
RP11-611E13.2,2.84792
PTPRB,0.0
PTPRR,0.0
ZFC3H1,1.0243707
RP11-2H8.2,0.04183584
RP11-56G10.2,1e-08
CAPS2,0.23543712
RP11-585P4.5,1e-08
KRR1,0.3715979
PHLDA1,0.0
NAP1L1,0.32897484
BBS10,0.03908119
OSBPL8,1.8276342
CSRP2,0.0
E2F7,0.0
PAWR,0.0
PPP1R12A,0.585438
LIN7A,0.0
CCDC59,0.17074434
CEP290,0.7605351
DUSP6,0.0
POC1B,1.1421661
ATP2B1,1.9030542
C12orf79,18.645258
BTG1,1e-08
CLLU1OS,0.0
EEA1,0.9896238
UBE2N,0.14036457
CCDC41,0.8362771
TMCC3,0.58339393
NDUFA12,1.0598998
NR2C1,1.6038098
FGD6,1.0616088
USP44,0.765469
NTN4,0.16668083
LTA4H,0.55927336
RP11-394J1.2,0.0
CDK17,5.129958
RP11-181C3.1,0.34713468
TMPO-AS1,0.0
IKBIP,0.73769367
UHRF1BP1L,1.906321
DEPDC4,0.10617352
ARL1,0.30101046
SYCP3,1e-08
GNPTAB,1.7526696
CCDC53,0.5677898
NUP37,1.057599
PMCH,0.041932203
IGF1,0.0
C12orf42,0.8702395
NT5DC3,0.0
C12orf73,1.0723082
NFYB,0.25020432
SLC41A2,2.942893
ALDH1L2,0.0
APPL2,2.7281632
NUAK1,0.0
CKAP4,0.48499337
RP11-412D9.4,0.0
MTERFD3,0.7078477
CRY1,3.309275
PRDM4,1.4265238
CMKLR1,1e-08
SART3,0.83313614
TMEM119,0.0
SELPLG,0.33667284
CORO1C,1.3899418
SNORA40-1,0.0
SSH1,0.9824716
USP30-AS1,0.17705712
ALKBH2,0.2255804
RP11-256L11.3,0.0
KCTD10,0.7709792
MMAB,1.0904874
GLTP,0.59143084
GIT2,2.4960268
C12orf76,0.6070921
ANAPC7,1.8787943
ARPC3,0.18921337
GPN3,0.6046675
VPS29,0.42285857
PPTC7,1.3450352
HVCN1,0.07316147
PPP1CC,0.87509274
FAM109A,0.0
ATXN2,1.7520087
BRAP,1.6718864
MAPKAPK5-AS1,0.77765614
TMEM116,1.3379136
NAA25,1.7473236
HECTD4,4.727309
RPL6,0.029544523
RASAL1,1e-08
DDX54,0.4701285
SLC8B1,2.0414531
SDS,0.0
RBM19,1.1436033
TBX3,0.0
MED13L,5.7471795
C12orf49,0.36229923
HRK,0.0
RP11-231I16.1,0.0
TESC,1e-08
FBXO21,0.9142168
WSB2,1.6529896
VSIG10,1.0201918
TAOK3,1.6950892
CIT,0.09069073
RAB35,0.5170224
GCN1L1,1.1292211
RPLP0,0.08557202
PXN,1.2473137
PLA2G1B,0.0
TRIAP1,0.010242081
SRSF9,0.25703582
DYNLL1-AS1,1e-08
COQ5,0.5503402
POP5,0.29064158
SPPL3,1.5239054
C12orf43,0.37702057
OASL,0.29117534
CAMKK2,0.74586767
ANAPC5,0.87559074
KDM2B,3.3512092
MORN3,1.2882996
RHOF,0.22178474
AC084018.1,0.9849846
HPD,0.0
DIABLO,0.1265547
CLIP1,1.4950548
ZCCHC8,1.5850194
RSRC2,0.13202888
VPS37B,0.7888335
ABCB9,0.9614104
PITPNM2,0.85431594
MPHOSPH9,2.204061
SBNO1,0.7630184
RILPL2,0.5090268
RILPL1,2.159208
RP11-486O12.2,0.5977398
EIF2B1,0.7416245
CCDC92,0.883238
NCOR2,1.481812
SCARB1,0.0
UBC,0.057230685
DHX37,1.1510155
LINC00944,1.9971809
RP11-955H22.1,0.0
SLC15A4,0.98586214
STX2,1.2631794
DDX51,1e-08
RP13-977J11.2,0.0
POLE,0.40092283
ANKLE2,0.80695057
GOLGA3,0.81533265
CHFR,2.9908526
ZNF605,0.0
ZNF891,0.26685274
IQSEC3,0.10490215
CCDC77,1.836088
B4GALNT3,0.40415087
WNK1,0.89198273
ERC1,2.5592632
WNT5B,0.083358645
ADIPOR2,1.4479014
FKBP4,1e-08
ITFG2,2.118112
TULP3,1.8038878
TSPAN9,1.335235
RP11-664D1.1,0.29865304
CCND2,0.20236269
C12orf5,1.3474805
RAD51AP1,0.4665464
DYRK4,0.019527875
NDUFA9,0.21058309
CD9,0.116461776
LTBR,0.0
CD27,0.1957664
TAPBPL,1.3365542
NCAPD2,0.6979272
GAPDH,0.007126964
RP5-940J5.6,1.1022937
COPS7A,0.62226146
RP4-761J14.10,0.0
PTMS,0.011321894
LAG3,0.24858236
CD4,1.2164614
GNB3,0.0
USP5,0.45869714
TPI1,0.00017693666
LRRC23,2.28528
ENO2,0.011806752
ATN1,0.6322479
C12orf57,0.25348926
PTPN6,0.27416262
EMG1,0.36910728
C1S,2.0034702
C1RL-AS1,0.22776493
CLSTN3,0.6200021
FOXJ2,0.4734535
NECAP1,0.92512125
CLEC4A,0.0
ZNF705A,0.0
FAM66C,0.19941951
RP11-90D4.3,0.0
CLEC6A,0.0
CLEC4D,0.0
RIMKLB,0.800586
PHC1,0.23477386
KLRG1,1.1721342
A2M-AS1,0.0
LINC00987,0.69770545
RP11-118B22.4,0.0
CLEC2D,1.2255431
KLRF1,0.21208014
RP11-290C10.1,0.003843854
CLEC12A,1e-08
CLEC12B,0.0
TMEM52B,0.0
GABARAPL1,0.5443177
KLRD1,1.3275342
RP11-277P12.20,9.231621
RP11-291B21.2,0.18822578
AC018630.1,0.0
RP11-711K1.8,1.9573107
RP11-434C1.1,0.72603744
ETV6,6.824874
BCL2L14,6.83006
LOH12CR1,1.3940562
RP11-253I19.3,0.5193654
CREBL2,0.96460605
CDKN1B,0.27978286
APOLD1,2.0168061
GPRC5A,0.0
RP11-392P7.6,1.0053908
EMP1,0.8980235
RP11-134N1.2,0.1989809
ATF7IP,2.4522018
RP11-174G6.1,2.988347
H2AFJ,2.2451437
C12orf60,0.2857886
PDE6H,0.0
PTPRO,1.5026028
STRAP,0.59136534
DERA,0.7053919
PLEKHA5,2.343689
AEBP2,8.029947
PYROXD1,1.0505998
GOLT1B,0.6822129
CMAS,0.3048306
ETNK1,1.2975667
RP11-662I13.2,0.0
LRMP,0.8038509
LYRM5,3.6202621
SSPN,0.0
FGFR1OP2,0.4263262
MED21,4.300288
STK38L,1.6730717
ARNTL2,0.55082995
PPFIBP1,1.1086401
REP15,0.0
MRPS35,1.0405637
KLHL42,0.8217076
CCDC91,2.2235029
FAR2,9.231976
OVCH1-AS1,2.9203572
DDX11,0.98827595
METTL20,0.124922834
KIAA1551,1.3757663
BICD1,2.4091809
FGD4,0.0
DNM1L,1.0987983
ALG10,0.10481718
ALG10B,1e-08
RP11-396F22.1,0.0
C12orf40,0.78080153
LRRK2,0.0
PPHLN1,2.3326552
IRAK4,0.77652633
TMEM117,1.0644925
ANO6,2.4862509
ARID2,2.2458231
RP11-96H19.1,5.0714464
RP11-446N19.1,1.3681191
PCED1B,7.022583
RP11-493L12.4,1.8747265
RP11-493L12.5,0.0
RP1-90J4.1,1e-08
RP1-197B17.3,0.51493114
SLC48A1,0.4451518
AC004466.1,0.0
TMEM106C,0.3771634
PFKM,0.5420242
C12orf68,0.0
DKFZP779L1853,0.0
CACNB3,0.029668164
CCDC65,3.6849518
RP11-386G11.5,0.16041993
RP11-386G11.10,0.40279868
TUBA1C,0.23393443
TROAP,1e-08
SPATS2,1.2277808
KCNH3,0.8448539
PRPF40B,2.1796887
TMBIM6,0.14178184
BCDIN3D-AS1,1e-08
ASIC1,1e-08
SMARCD1,0.3136488
GPD1,0.0
COX14,0.25657886
LARP4,1.5957975
DIP2B,4.8504395
ATF1,0.87878203
METTL7A,0.15248926
LETMD1,0.51563364
DAZAP2,4.888827
SLC4A8,0.0
SCN8A,0.44494146
RP11-923I11.6,0.0
ACVRL1,0.0
ACVR1B,0.7122682
GRASP,0.0
NR4A1,0.20093378
C12orf44,0.073471814
KRT7,0.0
KRT86,0.0
RP11-641A6.2,0.5413455
KRT18,0.07540466
EIF4B,0.4826452
ZNF740,0.47858366
MFSD5,0.0
ESPL1,0.0
PFDN5,0.04175001
C12orf10,0.2532091
SP1,1.0027219
PRR13,0.40203482
PCBP2,0.31612104
TARBP2,0.040396474
RP11-793H13.3,0.0
RP11-834C11.4,0.0
HNRNPA1,0.07257231
COPZ1,0.34383416
NCKAP1L,1.4882218
PDE1B,0.005048025
MUCL1,0.0
BLOC1S1,0.095477015
RDH5,0.4613116
RP11-644F5.11,0.0
GDF11,0.0
ORMDL2,0.14326568
DGKA,1.4783643
CDK2,0.26959547
RAB5B,0.6133198
IKZF4,0.57678026
RPS26,0.013696659
PA2G4,0.18486902
RPL41,0.01975344
ESYT1,1.2549663
MYL6B,0.39192414
MYL6,0.36702058
NABP2,0.25482845
COQ10A,0.0049470332
RP11-977G19.11,0.77687883
RP11-977G19.12,0.45308545
IL23A,1e-08
SPRYD4,1e-08
RBMS2,0.2011343
HSD17B6,0.028779935
NAB2,0.05236224
LRP1,0.20296633
NXPH4,0.0
SHMT2,0.0
RP11-756H6.1,1e-08
MARS,2.6661608
MBD6,0.45537558
KIF5A,1e-08
PIP4K2C,0.8375058
DTX3,0.0864104
OS9,0.81697273
AGAP2-AS1,0.0
TSPAN31,0.029620407
MARCH9,0.11646349
TSFM,0.0
XRCC6BP1,0.17280377
SLC16A7,2.2250652
USP15,2.6519754
MON2,2.9845438
RP11-631N16.2,0.61797315
TMEM5,1.0033113
SRGAP1,0.0
XPOT,0.6245103
TBK1,1.7200782
RASSF3,1.6534075
RP11-629N8.3,0.28406405
TBC1D30,1e-08
LEMD3,1.9861981
MSRB3,0.0
HMGA2,0.09977533
IRAK3,0.043551642
HELB,4.2580314
CAND1,1.4072434
DYRK2,0.14832777
IFNG-AS1,16.060043
RAP1B,0.7255983
NUP107,2.4459488
SLC35E3,1.500202
AC124890.1,0.0
MDM2,0.8837921
CPSF6,0.71897435
LYZ,0.008314484
YEATS4,0.3576417
FRS2,1.930922
CCT2,0.3141305
RAB3IP,0.93811136
CNOT2,0.8772115
KCNMB4,0.71320033
RP11-588H23.3,0.0
THAP2,1.211234
TMEM19,0.5217857
RAB21,1.5425209
TBC1D15,1.8116331
ATXN7L3B,0.0
GLIPR1L2,1e-08
GLIPR1,0.25799292
ZDHHC17,1.3556664
SYT1,0.0
RP11-84G21.1,0.0
RP11-362A1.1,0.0
METTL25,1.0515326
TMTC2,5.9434175
C12orf29,0.28465164
TMTC3,0.6039931
RP11-734K2.4,0.25642377
RP11-981P6.1,0.0
LINC00936,0.0
RP11-796E2.4,2.6321614
RP11-693J15.5,1e-08
C12orf74,0.0
PLEKHG7,0.46644297
RP11-511B23.1,1e-08
NUDT4,0.51854146
MRPL42,1.071071
SOCS2,0.12734541
CRADD,5.6929884
PLXNC1,1.3035104
VEZT,2.4026825
METAP2,0.36337385
SNRPF,0.57063
AMDHD1,0.014886644
ELK3,1.5009068
C12orf55,1e-08
NEDD1,0.82764655
TMPO,0.81153333
SLC25A3,0.14958137
APAF1,0.43016222
ACTR6,1.3232334
SCYL2,1.5643859
GAS2L3,0.0
UTP20,1.8391132
CHPT1,1.0187
DRAM1,0.13435015
RP11-554E23.4,1e-08
PARPBP,0.4852377
HSP90B1,0.26906157
TDG,0.4820735
HCFC2,1.4582092
TXNRD1,2.8513687
CHST11,11.759652
C12orf45,0.36909312
KIAA1033,0.6296756
C12orf75,0.18475634
TCP11L2,2.7470176
POLR3B,1.3211955
RIC8B,1.0165323
C12orf23,1.5647126
BTBD11,6.3116574
PWP1,0.48289835
FICD,1e-08
ISCU,0.070756
USP30,1.2247058
UNG,0.58728665
ACACB,0.65868
UBE3B,1.2524686
MVK,0.56552964
RP1-7G5.6,0.018253712
TCHP,1.237714
ANKRD13A,1.2008282
IFT81,0.13084775
ATP2A2,2.0356917
FAM216A,0.46998718
TCTN1,0.29857045
RP3-473L9.4,0.15797314
SH2B3,1.6662285
ACAD10,2.1427329
ALDH2,1e-08
MAPKAPK5,1.2921796
RP3-462E2.5,0.0
ERP29,0.082808204
TRAFD1,1.551017
PTPN11,1.3620845
OAS1,8.490657
OAS3,0.8651079
OAS2,0.57511884
DTX1,0.031158842
RITA1,0.3570025
TPCN1,2.0079682
PLBD2,0.14485644
SDSL,0.44282788
RP11-780K2.1,1e-08
MAP1LC3B2,0.17106707
RNFT2,1.7136631
FBXW8,1.215046
RFC5,0.49624062
PEBP1,0.087292306
SUDS3,0.6836477
PRKAB1,0.83378494
CCDC64,10.195027
PXN-AS1,0.46347862
SIRT4,0.7999568
COX6A1,0.07430865
GATC,0.032525674
DYNLL1,0.628029
RNF10,1.4012662
CABP1,0.050578684
MLEC,0.7143933
UNC119B,0.10174604
ACADS,0.45006493
P2RX7,1.0721554
P2RX4,0.9875529
RNF34,2.055223
RP13-941N14.1,3.176946
ORAI1,0.34710932
TMEM120B,1.0604029
SETD1B,1.0486552
PSMD9,0.056036238
WDR66,0.10111501
BCL7A,0.99129224
MLXIP,0.8586431
LRRC43,0.0
B3GNT4,0.18603902
KNTC1,1.1496907
DENR,1.1680794
CCDC62,0.027956143
HIP1R,1.1655107
RP11-463O12.3,1e-08
OGFOD2,0.04690143
ARL6IP4,0.19654407
C12orf65,0.30507103
RP11-282O18.7,0.0
hsa-mir-8072,0.52708936
SETD8,0.0732705
SNRNP35,1.7387038
TMED2,0.18017533
DDX55,1.253801
GTF2H3,0.81894463
TCTN2,0.51399237
ATP6V0A2,0.90565646
DNAH10,0.0
ZNF664,1e-08
RP11-83B20.1,0.0
BRI3BP,0.16237023
AACS,0.62186563
GLT1D1,0.0
PIWIL1,0.0
RAN,0.024621496
SFSWAP,1.3074392
ULK1,0.44526422
PUS1,0.44554454
EP400,1.0730247
EP400NL,0.82458943
NOC4L,0.28414044
FBRSL1,1.0666574
PGAM5,0.008959543
RP11-46H11.12,1e-08
RP11-46H11.3,0.0
ZNF26,0.0
ZNF84,0.0
ZNF140,0.11393578
ZNF10,0.0
ZNF268,0.09373048
PSPC1,2.4970276
ZMYM5,1.3247223
GJA3,0.0
GJB2,0.0
CRYL1,0.9652572
N6AMT2,0.92871344
XPO4,4.633088
LATS2,0.04895871
SKA3,1e-08
LINC00422,0.29825172
ZDHHC20,5.5548835
MICU2,3.6405509
SACS,0.61054903
MIPEP,1.2806627
SPATA13-AS1,0.0
PARP4,3.945222
CENPJ,0.10648447
MTMR6,1.8054566
RP11-271M24.2,0.0
RNF6,0.80764204
USP12,1.2341475
MTIF3,0.6939234
LNX2,1.0245626
FLT3,0.0
PAN3-AS1,0.0
FLT1,0.2609396
SLC46A3,1.5249537
SLC7A1,1.3317926
UBL3,1.0897977
LINC00384,0.0
KATNAL1,0.16713011
LINC00427,0.0
LINC00426,0.6877665
HMGB1,0.26459974
HSPH1,0.37161717
FRY-AS1,0.27689406
N4BP2L1,1.1925713
N4BP2L2,4.3987403
RP11-141M1.3,0.0
SPG20,0.86259466
ALG5,0.59885883
SUPT20H,0.73184985
PROSER1,0.51920813
LHFP,1e-08
FOXO1,5.7466383
MRPS31,0.31753707
ELF1,0.6430433
KBTBD6,0.0
KBTBD7,0.0
MTRF1,0.7976203
VWA8,3.8662896
LINC01050,0.0
EPSTI1,1.1385525
ENOX1,0.0
CCDC122,1.476746
TSC22D1,2.4455504
NUFIP1,0.6649646
TPT1,0.030085899
SLC25A30,0.26676884
FAM194B,0.0
SIAH3,1e-08
ZC3H13,0.47709003
LCP1,0.47022393
LINC00563,0.0
KIAA0226L,1e-08
ESD,0.6553921
LINC00562,0.0
SUCLA2,2.404723
MED4,1.7072613
LINC00441,0.14294077
LPAR6,2.2948341
RCBTB2,0.28646672
CAB39L,0.6560654
RCBTB1,1.0705284
EBPL,1.6512945
KPNA3,1.3353813
SPRYD7,0.18818574
DLEU7,0.0
RNASEH2B-AS1,0.43918827
INTS6,3.178281
DHRS12,0.475686
NEK3,0.27162465
VPS36,0.56520826
DIAPH3,1.150743
PCDH9,0.058627173
MZT1,0.5161024
DIS3,0.91088504
KLF12,3.9214299
TBC1D4,2.0844061
COMMD6,0.1411896
RP11-173B14.5,0.0
KCTD12,0.0
FBXL3,1.0469714
MYCBP2,1.5369728
POU4F1,0.0
RNF219,0.9008995
RBM26,1.9235313
SPRY2,0.0
DCT,1e-08
TGDS,0.8488494
ABCC4,2.474016
DNAJC3-AS1,0.49287254
UGGT2,0.0
STK24,1.6423833
DOCK9,4.849536
UBAC2-AS1,0.09850876
GPR18,0.33005205
GPR183,0.053382784
LINC00449,1e-08
GGACT,0.5690681
TMTC4,1.4686188
TEX30,0.2759157
KDELC1,0.0
ARGLU1,0.17421858
LIG4,0.16363828
IRS2,1.015124
RAB20,0.20979261
CARS2,1.6873102
LINC00346,0.0
ANKRD10,2.0534756
TUBGCP3,1.9306113
MCF2L-AS1,0.0
PCID2,0.8024804
GRTP1,0.01613555
ADPRHL1,0.1394912
DCUN1D2,1.0795149
GAS6,1e-08
LINC00565,0.0
RASA3,3.7585483
MPHOSPH8,0.6373077
RP11-61K9.2,0.99512684
ZMYM2,2.788807
IFT88,1.4815993
LATS2-AS1,0.016856832
SAP18,0.063822836
MRP63,0.07883658
FGF9,0.45564333
SPATA13,0.7793139
C1QTNF9,0.0
RNF17,0.4185148
PABPC3,0.0
NUPL1,2.4780118
ATP8A2,0.021858072
CDK8,2.1583192
USP12-AS2,1e-08
RPL21,0.0060663545
RASL11A,0.0
GTF3A,0.3978184
POLR1D,0.41339585
ATP5EP2,0.0
PAN3,3.9760132
POMP,0.07536444
LINC00544,1e-08
USPL1,2.7891445
ALOX5AP,0.0656466
B3GALTL,1.53278
FRY,1.8161271
BRCA2,0.94144046
PDS5B,0.4809415
RFC3,1.6672193
NBEA,1.8774716
RFXAP,0.779415
EXOSC8,0.24351883
UFM1,0.54179066
NHLRC3,2.848895
COG6,2.7527187
LINC00332,0.16394307
SLC25A15,0.5415827
WBP4,0.51811093
NAA16,1.1299955
RGCC,0.3246435
DGKH,3.7815123
AKAP11,0.533054
DNAJC15,0.447449
LACC1,0.4741528
SMIM2-AS1,0.0
SERP2,0.0
GPALPP1,1.5196306
GTF2F2,1.0499926
RP11-290D2.6,0.0
TPT1-AS1,1.4866626
SLC25A30-AS1,0.0
COG3,2.063758
CPB2-AS1,0.041227475
LRRC63,0.31570798
LRCH1,2.6281984
NUDT15,0.3663024
MED4-AS1,1e-08
ITM2B,0.9339845
RB1,4.812053
CYSLTR2,0.0
FNDC3A,4.838288
CDADC1,0.8183985
SETDB2,1.5146803
PHF11,0.56003773
ARL11,1e-08
TRIM13,3.2127964
KCNRG,1e-08
DLEU1,5.039406
DLEU7-AS1,0.60563445
RNASEH2B,0.70947504
FAM124A,0.0046943272
WDFY2,2.817246
RP11-327P2.5,0.0074464707
ALG11,0.77304006
UTP14C,0.0
CKAP2,0.41108197
HNRNPA1L2,1.2275463
SUGT1,0.33471808
TDRD3,1.0635782
BORA,1.4573027
PIBF1,2.1120658
KLF5,0.74885184
LINC00402,0.95671976
LINC00381,0.0
UCHL3,0.8604501
LMO7,0.80417246
IRG1,0.48149097
CLN5,0.6575013
MYCBP2-AS1,1.1844416
SLAIN1,1.1958814
RBM26-AS1,1.2305138
NDFIP2,0.51834065
GPR180,1.3083981
DNAJC3,0.6002426
MBNL2,4.417026
RAP2A,0.5042381
IPO5,0.4617883
DOCK9-AS2,0.0
UBAC2,2.2879467
TM9SF2,1.5485598
CLYBL,2.883164
PCCA,3.3847363
FGF14-AS2,0.0
TPP2,1.2529124
RP11-29B2.5,0.0
ERCC5,0.37691477
ABHD13,0.278685
TNFSF13B,0.3611171
CARKD,0.8042129
ING1,0.015013695
ARHGEF7,1.6178695
TEX29,0.14941551
ATP11A,1.9693491
MCF2L,0.9998906
CUL4A,2.6605582
LAMP1,0.5695983
TMCO3,0.8582535
TFDP1,0.37505922
GAS6-AS2,0.0
CDC16,2.3202302
UPF3A,0.71674556
CHAMP1,0.57337666
CTD-2314B22.3,0.25857523
TTC5,1.0531424
CCNB1IP1,0.33150297
RPPH1,0.0
TEP1,1.2787342
OSGEP,1.0056959
TMEM55B,0.47247913
RNASE1,0.0
NDRG2,0.04035276
ZNF219,0.0
HNRNPC,1.25022
SUPT16H,1.0026506
CHD8,1.2574764
RAB2B,0.9550507
METTL3,0.88583046
SALL2,0.0029995204
AE000662.93,1e-08
DAD1,0.09957535
SLC7A7,0.31193608
